Title,Keywords
"A well clear recommendation for small UAS in high-density, ADS-B-enabled airspace",Aircraft accidents; Aviation; Deceleration; Information systems; Information use; Detect and avoid; Frequency limitation; Small UAS; Small unmanned aircrafts; Unmanned aircrafts; Unmanned aerial vehicles (UAV)
Formation of deposits from heavy fuel oil ash in an Accelerated Deposition Facility at temperatures up to 1206°C,Alternative fuels; Coal combustion; Combustion; Deionized water; Deposition; Deposits; Efficiency; Flow of gases; Fuel oils; Fuels; Gas turbines; Gases; Rankine cycle; Sulfur; Sulfur dioxide; Surface roughness; Turbomachinery; Velocity control; Capture efficiency; Gas temperature; Industrial gas turbines; Inorganic materials; Nickel base superalloy; Particle velocities; Particle-laden; Removal of sulfur; Petroleum deposits
Predicting efficiency of a turbine driven by pulsing flow,Computational efficiency; Computational fluid dynamics; Efficiency; Fluid dynamics; Turbomachinery; Driving factors; Flow experience; Pressure gain; Pulse amplitude; Pulsing frequencies; Turbine efficiency; Gas turbines
Mixed-integer multi-objective optimization applied to the PCS design of the I 2S-LWR,
In situ bubble characterization during resin infusion for process simulation of voids,
TrustBase: An architecture to repair and strengthen certificate-based authentication,Hardening; Linux; Authentication services; Certificate validations; Certificate-based; Linux prototype; Loadable kernel modules; Research prototype; System administrators; System services; Authentication
Relative target estimation using a cascade of extended Kalman filters,Aircraft detection; Antennas; Cameras; Global positioning system; Inverse problems; Unmanned aerial vehicles (UAV); Distance parameter; Minimal representation; Monocular cameras; Multiple grounds; Reference frame; Target estimations; Trigonometric functions; Weighted averages; Extended Kalman filters
Introducing second-Year students to concept-Based projects for increased success in third-Year sponsored projects,Education; Product design; Studios; Course evaluations; Design creativities; Design Exploration; Design synthesis; Educational goals; Framework; Insight; Project experiences; Students
Sell it: Design project assessment by the public,Education; Product design; Sales; Assessment practices; Design assessments; Design project assessments; Face to face; Feedback to students; Formative and summative assessments; Project based learning; Public assessment; Students
Design education and the new culture of design centric intellectual property,Copyrights; Curricula; Education; Intellectual property; Patents and inventions; Students; Studios; Teaching; Trademarks; Creative work; Cultural evolution; Design Education; Design schools; IP trends; Live projects; Sponsored projects; Utility patent; Product design
Integrating a multidisciplinary design methods mindset into classroom practice,Industrial research; Students; Teaching; Design thinking; Experience design; Holistic design; Human-centered designs; Inter-disciplinary designs; Product design
Using local invasive species and flora to manufacture collagen based biodegradable plastic tableware,Collagen; Ecodesign; Manufacture; Molds; Social aspects; Sustainable development; Bio-inspired designs; Bio-plastics; Biodegradable plastics; Development process; Environmentally sensitive; Manufacturing process; Social responsibilities; Sustainable products; Biodegradable polymers
Extension of the QuikSCAT Sea Ice Extent Data Set with OSCAT Data,Meteorological instruments; Microwave sensors; Sea ice; Data set; Oceansat-2; Quick scatterometer (QuikSCAT); QuikSCAT; Scatterometer data; Scatterometers; Sea ice extent; Special sensor microwave/Imager; Ice
Semi-empirical model for fire spread in chamise and big sagebrush shrubs with spatially-defined fuel elements and flames,Combustion; Fires; Fuels; Nuclear fuel elements; Wind; Wind tunnels; Combustion characteristics; Computational costs; Fire spread model; Innovative approaches; Lindenmayer system; Semi-empirical modeling; Terrestrial lidars; Wildland fire; Flame research
Investigation of merging flames in horizontal and vertical geometries,Fires; Forestry; Fuel systems; Fuels; Geometry; Heptane; Merging; Combustion model; Different geometry; Flame characteristics; Flame interaction; Growth patterns; Multiple leaves; Plane geometry; Vertical geometries; Combustion
A comprehensive model for predicting elemental composition of coal pyrolysis products,Coal; Coal tar; Forecasting; Models; Pyrolysis; Combustion simulations; Comprehensive model; Elemental compositions; Particle composition; Particle temperature; Physical behaviors; Product composition; Pyrolysis products; Coal combustion
Modeling soot in coal systems,Boilers; Coal combustion; Cost effectiveness; Dust; Fuels; Heat flux; Light transmission; Method of moments; Particle size; Particle size analysis; Size distribution; Soot; Flame temperatures; Flat flame burner; Gaseous species; Gaseous systems; Mechanism-based; Particle nucleation; Soot concentration; Soot formations; Coal
Re-epithelialization of whole porcine kidneys with renal epithelial cells,iron oxide; animal experiment; animal model; animal tissue; Article; cell labeling; chronic kidney failure; confocal microscopy; decellularization; epithelium cell; epithelization; histology; human; human cell; immune response; kidney perfusion; kidney transplantation; nonhuman; nuclear magnetic resonance imaging; priority journal; scanning electron microscopy; three dimensional imaging; vascularization
Pull-out strength of composite rebar made using a three-dimensional braiding machine,Bond strength (materials); Carbon; Concrete buildings; Concrete construction; Concrete reinforcements; Fiber reinforced plastics; Glass fibers; Manufacture; Materials testing apparatus; Reinforced concrete; Steel corrosion; Surface roughness; Tensile testing; Carbon/epoxy composites; Design configurations; Fiber reinforced polymers; Low cost manufacturing; Manufacturing parameters; Structural reinforcement; Tensile testing machines; Three dimensional braiding; Concrete testing
On if-to-baseband translation and resampling in sampled-data receivers,Signal processing; Arithmetic operations; Bandpass signals; Discrete time; Poly phase filters; Polyphase filter banks; Quadrature down-conversion; Sample rate; Sampled data; Signal systems
On the design of a square-root nyquist pulse shaping filter for aeronautical telemetry,Bandpass filters; Frequency domain analysis; Matched filters; Pulse shaping circuits; Signal receivers; Telemetering; Aeronautical telemetry; Bandwidth efficient; Finite supports; Frequency domains; Linear modulations; Nyquist pulse; Spectral containment; Square roots; Pulse shaping
Analysis of pyrolysis products from live shrub fuels,Biomass; Combustion; Fuel burners; Fuels; Flat flame burner; Flat-flame burners (FFB); Fuel properties; Gaseous flame; High molecular weight; Live fuels; Prescribed fires; Pyrolysis products; Pyrolysis
Pyrolysis of live vegetation at slow heating rates,Combustion; Ecology; Ecosystems; Fuels; Heating rate; Pyrolysis; Reaction rates; Combustible materials; Controlled burning; Fire propagation; High molecular weight; Prescribed burning; Propagation rate; Pyrolysis products; Slow heating rates; Fires
Impact of particle properties on radiative heat flux in an oxy-coal reactor,Coal; Coal industry; Forward scattering; Heat flux; Particle size; Refractive index; Complex index of refraction; Forward-and-backward; Numerical experiments; Oxy-coal combustions; Particle properties; Radiative heat fluxes; Radiative properties; Scattering phase function; Coal combustion
Investigation of merging flames in Horizontal and vertical Geometries,Felt; Felts; Fires; Fuels; Heptane; Merging; Combustion model; Different geometry; Flame characteristics; Flame interaction; Growth patterns; Multiple leaves; Separation distances; Vertical direction; Combustion
