TitleID,Authors,Title,Source title,Proceeding,Volume,Paper Area,Type,Conference Type,Paper Type,Approval,Chair_or_Editor1,Chair_or_Editor2
853,"Chen G., Ma F., Bai R., Magleby S.P., Howell L.L.",A framework for energy-based kinetostatic modeling of compliant mechanisms,Proceedings of SPIE - The International Society for Optical Engineering,5A-2017,,Design; Mechanisms; Strain energy; Complementary strain energy; Constraint model; Energy-based; Energy-based methods; Explicit formulation; Geometric non-linearity; Kinetostatic model; Newtonian method; Compliant mechanisms,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
854,"Lang R.J., Nelson T., Magleby S., Howell L.",Kinematics and discretization of curved-fold mechanisms,International Journal of Heat and Mass Transfer,,5B-2017,Design; Curved fold; Curved surfaces; Discretization algorithms; Discretizations; Geometric properties; Low degree; Degrees of freedom (mechanics),Journal,,Short Paper,Yes,Editor 5,Editor 6
855,"Tolman K.A., Lang R.J., Magleby S.P., Howell L.L.",Split-vertex technique for thickness-accommodation in origami-based mechanisms,Proceedings of SPIE - The International Society for Optical Engineering,5B-2017,,Design; A-plane; Single degree of freedoms; Degrees of freedom (mechanics),Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
856,"Lang R.J., Howell L.",Rigidly foldable quadrilateral meshes from angle arrays_2,Proceedings of the International Telemetering Conference,5A-2017,,Degrees of freedom (mechanics); Linear programming; Rigidity; Architectural facades; Design technique; Direction angle; Furniture design; Linear programming problem; Quadrilateral meshes; Single degree of freedoms; Vertex coordinates; Design; Natural language processing,Conference,Regular Conference,Demo Paper,Yes,Chair 9,Chair 10
857,"Nevers D.R., Brushett F.R., Wheeler D.R.",Engineering radical polymer electrodes for electrochemical energy storage,Geotechnical Special Publication,,352,Conducting polymers; Electrodes; Energy storage; Flow batteries; Storage (materials); Device architectures; Electrochemical energy storage; Energy storage applications; High rate capability; Organic battery; Organic radical polymer; Radical polymers; Theoretical capacity; Electrochemical electrodes,Journal,,Demo Paper,Yes,Editor 7,Editor 8
858,"Brownlee B.J., Marr K.M., Claussen J.C., Iverson B.D.","Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures",Optics InfoBase Conference Papers,246,,Amperometric sensors; Aspect ratio; Boundary layers; Electrochemical sensors; Heat convection; Mass transfer; Microfluidics; Nanotubes; Platinum; Yarn; Amperometric sensing; Carbon nano-tube structures; Concentration boundary layer; Convective mass transfer; Electrochemical; Electrochemical sensing; Microchannel surfaces; Vertically aligned carbon nanotube; Carbon nanotubes; Natural language processing,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
859,"Aghito M., Bjørkevoll K.S., Nybø R., Eaton A., Hedengren J.",Automatic model calibration for drilling automation,IEEE Transactions on Antennas and Propagation,,142,Bottom hole pressure; Enterprise resource planning; Friction; Hydraulic models; Infill drilling; Oil wells; Parallel architectures; Personnel; Tuning; Automatic configuration; Calibration algorithm; Configuration parameters; Frictional pressure loss; Managed pressure drillings; Massively parallel computing; Physics-based modeling; Process understanding; Automation; Databases,Journal,,Demo Paper,Yes,Editor 1,Editor 2
860,"Ozcelik D., Cai H., Leake K.D., Hawkins A.R., Schmidt H.",Optofluidic bioanalysis: Fundamentals and applications,Proceedings of SPIE - The International Society for Optical Engineering,6,,Integrated optics; Photonics; Bioanalytic devices; Biosensing; Dynamic researches; Lab on chip; Level of integrations; Miniaturized systems; Opto-fluidics; Reconfigurable devices; Fluidics,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
861,"Reichman B.O., Gee K.L., Neilsen T.B., Hales Swift S., Wall A.T., Gallagher H.L., Micah Downing J., James M.M.",Acoustic shock formation in noise propagation during ground run-up operations of military aircraft,"ASEE Annual Conference and Exposition, Conference Proceedings",17,,Acoustic noise; Aeroacoustics; Engines; Higher order statistics; Military aircraft; Nonlinear equations; Partial differential equations; Shock waves; Aggregate behavior; Atmospheric effects; Burgers equations; Engine conditions; Microphone arrays; Multi-path interference; Nonlinear propagation; Propagation distances; Jet aircraft; Natural language processing,Conference,Workshop,Short Paper,Yes,Chair 7,Chair 8
862,"Neilsen T.B., Vaughn A.B., Gee K.L., Akamine M., Okamoto K., Teramoto S., Tsutsumi S.",Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,Proceedings of SPIE - The International Society for Optical Engineering,184,,Acoustic noise measurement; Aeroacoustics; Forecasting; Mixing; Shock tubes; Turbulent flow; Wave packets; Acoustic source models; Acoustical measurements; Amplitude distributions; Autospectral densities; Far field measurement; Frequency dependence; Low and high frequencies; Turbulent mixing noise; Acoustic noise,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
863,"Harker B.M., Gee K.L., Neilsen T.B., Wall A.T., James M.M.",Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,Proceedings of the ASME Design Engineering Technical Conference,2,,Acoustic noise; Acoustic noise measurement; Aeroacoustics; Beamforming; Radiation; Wave packets; Beamforming methods; Benchmark measurements; Coherence properties; Correlated sources; Directivity pattern; Radiation characteristics; Spatial coherence properties; Spatio temporal features; Jet aircraft,Conference,Regular Conference,Demo Paper,Yes,Chair 1,Chair 2
864,"Gee K.L., Akamine M., Okamoto K., Neilsen T.B., Cook M.R., Tsutsumi S., Teramoto S., Okunuki T.",Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,Proceedings of the International Telemetering Conference,154,,Acoustic intensity; Acoustic noise measurement; Aeroacoustics; Microphones; Supersonic aerodynamics; Vectors; Broadband sources; Frequency dependent characteristics; Hydrodynamic field; Intensity methods; Near-field intensity; Pressure microphones; Ray-tracing technique; Source characterization; Acoustic noise; Databases,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
865,"Wall A.T., Leete K.M., Gee K.L., Neilsen T.B., James M.M., McKinley R.L.",Preliminary investigation of multilobe fighter jet noise sources using acoustical holography,Proceedings of the ASME Design Engineering Technical Conference,38,,Acoustic field measurement; Acoustic fields; Acoustic holography; Acoustic noise measurement; Aeroacoustics; Noise abatement; Supersonic aircraft; Acoustical holography; Exhaust plumes; Ground reflection; Imaging technology; Linear microphonearray; Multiple frequency; Near-field acoustical holography; Shock associated noise; Acoustic noise; Machine learning,Conference,Regular Conference,Demo Paper,Yes,Chair 1,Chair 2
866,"Gonzalez-Juez E.D., Dasgupta A., Arshad S., Oevermann M., Lignell D.",Effect of the turbulence modeling in large-eddy simulations of nonpremixed flames undergoing extinction and reignition,International Journal of Heat and Mass Transfer,,,Databases,Journal,,Short Paper,No,Editor 5,Editor 6
867,"Skousen D.J., Jones K.N., Kowalski T., Bowden A.E., Jensen B.D.",Exploration of carbon-filled carbon nanotube vascular stents,Proceedings of SPIE - The International Society for Optical Engineering,45,,Carbon nanotubes; Diseases; Finite element method; Implants (surgical); Microfabrication; Nanotubes; Yarn; Analytical tool; Clinical outcome; Coronary stents; Filled carbon nanotubes; Maximum forces; Radial forces; Stent configurations; Vascular stents; Stents,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
868,"Tiwari R., Jain P., Butail S., Baliyarasimhuni S.P., Goodrich M.A.",Effect of leader placement on robotic swarm control,Proceedings of SPIE - The International Society for Optical Engineering,3,,Autonomous agents; Multi agent systems; Robotics; Convergence; Emergent behaviors; Energy expenditure; Interaction systems; Lateral acceleration; Leader placement; Placement strategy; Robotic swarms; Swarm intelligence; Databases,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
869,"Rollins K.M., Scott E., Marsh A.",Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,Proceedings of SPIE - The International Society for Optical Engineering,41,,Pressure distribution; Retaining walls; Compressible material; Expanded polystyrene; Failure mechanism; Geofoam inclusions; Interface friction; Large scale tests; Lateral earth pressure; Passive resistance; Abutments (bridge); Databases,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
870,"Jüttler B., Qian X., Scott M.A.",Isogeometric design and analysis,Proceedings of SPIE - The International Society for Optical Engineering,82,,Databases,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
871,"Holland T., Fletcher T.H.",A comprehensive model of single particle pulverized coal combustion extended to oxy-coal conditions,International Journal of Heat and Mass Transfer,,2017-April,Carbon capture; Coal; Computational fluid dynamics; Diffusion; Gasification; Solvents; Surface reactions; Chemical percolation devolatilization (CPD); Comprehensive model; Computational requirements; Gasification model; Gasification reaction; Predictive simulations; Pulverized coal combustion; Single-particle combustion; Coal combustion; Databases,Journal,,Full Paper,Yes,Editor 5,Editor 6
872,"Barker E.I., Upadhyay P., Hovanski Y., Sun X.",Predicting Lap Shear Strength for Friction Stir Scribe Joining of Dissimilar Materials,"ASEE Annual Conference and Exposition, Conference Proceedings",192,,Dissimilar materials; Friction; Hooks; Interfaces (materials); Joining; Morphology; Tribology; Friction stir; Interface morphologies; Lap shear strength; Lower temperatures; Material interfaces; Mechanical interlock; Mechanical interlocking; Morphology parameters; Friction stir welding,Conference,Workshop,Poster,Yes,Chair 7,Chair 8
873,"Zhang J., Upadhyay P., Hovanski Y., Field D.P.",High-Speed FSW Aluminum Alloy 7075 Microstructure and Corrosion Properties,"ASEE Annual Conference and Exposition, Conference Proceedings",155,,Aluminum; Corrosion; Corrosion resistance; Friction; Friction stir welding; Heat affected zone; Microstructure; Scanning electron microscopy; Welding; Welds; AA7075; EBSD; EXCO; Friction stir process; High speed friction stir welding; Industrial processs; Non-uniform corrosions; Precipitate distributions; Aluminum alloys; Databases,Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
874,"Stevenson P.D., Mattson C.A., Bryden K.M., MacCarty N.A.",Towards a universal social impact metric for engineered products that alleviate poverty,Geotechnical Special Publication,,2B-2017,Computer aided design; Design; Developing countries; Engineered products; Financial success; Impact metric; Quality of life; Social impact; Standard of living; United nations development programme; Economic and social effects,Journal,,Full Paper,Yes,Editor 7,Editor 8
875,"Harris R., Major J.",Waves of destruction in the East Indies: The Wichmann catalogue of earthquakes and tsunami in the Indonesian region from 1538 to 1877,Proceedings of the ASME Design Engineering Technical Conference,,,Databases,Conference,Regular Conference,Full Paper,No,Chair 1,Chair 2
876,"Zentner L., Corves B., Jensen B., Lovasz E.-C.",Preface_3,Optics InfoBase Conference Papers,45,,Databases,Conference,Symposium,Demo Paper,Yes,Chair 3,Chair 4
877,"Solovjov V.P., Andre F., Lemonnier D., Webb B.W.",The scaled SLW model of gas radiation in non-uniform media,IEEE Transactions on Antennas and Propagation,,162,Databases,Journal,,Full Paper,Yes,Editor 1,Editor 2
878,"Jolly S., Savidis N., Datta B., Smalley D., Bove V.M.",Near-to-eye electroholography via guided-wave acousto-optics for augmented reality,Optics InfoBase Conference Papers,10127,,Augmented reality; Bandwidth; Electron holography; Guided electromagnetic wave propagation; Holograms; Holographic displays; Holography; Light; Light modulation; Modulators; Virtual reality; Waveguides; Digital spatial light modulators; Electro-holography; Near-to-Eye display; Optical platforms; Space-bandwidth product; Spatial light modulators; Volume holograms; Waveguide optics; Light modulators; Natural language processing,Conference,Symposium,Short Paper,Yes,Chair 3,Chair 4
